title,description,thumbnail,author,publisher,publishing_year,num_pages,language,categories,link
"イジらないで、長瀞さん 12 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 12 - Ijiranaide Nagatoro-San 12 - Don't Toy With Me, Miss Nagatoro 12


最恐の“Sデレ少女”、現る!!!
心がザワつく、ちょっと歪なラブコメディ♪


初の本気デート開幕で、二人のドキドキは最高潮! フレンズ・須ノ宮くん・部長に見守られ、時に乱入されながら、デートは終盤に…。長瀞さんとセンパイ、それぞれが想いを告げる!! そんな距離が縮まる一方で、学校帰りに長瀞さんと親しげに話すイケメンが…! 元カレの可能性を疑い、動揺するセンパイ。この男は一体――!? ""デート""に""元カレ疑惑""と、いよいよお互いへの意識が止まらない第12巻!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065262788.jpg,ナナシ,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/12-ijiranaide-nagatoro-san-12-don-t-toy-with-me-miss-nagatoro-12.html
"イジらないで、長瀞さん 10 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 10 - Ijiranaide Nagatoro-San 10 - Don't Toy With Me, Miss Nagatoro 10


最恐の“Sデレ少女”、現る!!!
心がザワつく、ちょっと歪なラブコメディ♪


二人で迎えた初の新年! 初詣では巫女姿の長瀞さん登場で、縁結び神社に一緒に参拝することに! 正月が明けると、スキー合宿に柔道大会! イベント盛り沢山の一方で、なぜか柔道の話題を避ける長瀞さん。気になるセンパイは事情を知るガモちゃんから格闘技ジムのチラシを渡されるが…。長瀞さんの知られざる一面が明らかになる第10巻! 未収録イラスト&寄稿イラストをW収録。


永久保存版48P小冊子付き特装版も同時発売!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065226445.jpg,ナナシ,Kinokuniya Book Stores,2021,176,Tiếng Nhật,Manga Books,https://www.fahasa.com/10-ijiranaide-nagatoro-san-10-don-t-toy-with-me-miss-nagatoro-10.html
"イジらないで、長瀞さん 9 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 9 - Ijiranaide Nagatoro-San 9 - Don't Toy With Me, Miss Nagatoro 9


最恐の“Sデレ少女”、現る!!!


心がザワつく、ちょっと歪なラブコメディ♪


賑やかなマラソン大会も終わり、季節は冬に…。肌寒い日が続く中、風邪をひいたセンパイのお見舞いに、まさかの長瀞さんが自宅に突撃!? おでこをくっつけて熱を測ったり、おかゆをあーんしたりと看病中、センパイ、うっかり下の名前で呼んじゃった!? そしてそんな二人に、恋するみんなの一大イベント、クリスマスがやってくる!! 木枯らし吹く冬の初めに、ちょっぴりホットな第9巻! ドラマCD付き特装版も同時発売!


(秘)情報盛り沢山の、ファンブック付き特装版も同時発売!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065212455.jpg,ナナシ,Kinokuniya Book Stores,2020,176,Tiếng Nhật,Manga Books,https://www.fahasa.com/9-ijiranaide-nagatoro-san-9-don-t-toy-with-me-miss-nagatoro-9.html
"イジらないで、長瀞さん 7 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 7 - Ijiranaide Nagatoro-San 7 - Don't Toy With Me, Miss Nagatoro 7


最恐の“Sデレ少女”、現る!!!


心がザワつく、ちょっと歪なラブコメディ♪


第7巻は、文化祭が終わり2人の日常が更にエスカレート!
バーテンダーごっこでお酒(ノンアルコール)を飲み、グデグデになる長瀞さん(!?)に、文化祭打ち上げではフレンズらと一緒に寿司ざんまい! 更に、部長のはからいで長瀞さんとセンパイは休日に動物園デート! そこでセンパイがヤンキーに絡まれて大ピンチ…!? 寄稿小冊子付きの特装版も同時発売!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065185179.jpg,ナナシ,Kinokuniya Book Stores,2020,160,Tiếng Nhật,Manga Books,https://www.fahasa.com/7-ijiranaide-nagatoro-san-7-don-t-toy-with-me-miss-nagatoro-7.html
"イジらないで、長瀞さん 8 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 8 - Ijiranaide Nagatoro-San 8 - Don't Toy With Me, Miss Nagatoro 8


最恐の“Sデレ少女”、現る!!!


心がザワつく、ちょっと歪なラブコメディ♪


長瀞さんのヒミツがいろいろ明かされる第8巻、ついに発売!! 偶然聞いてしまった女子トークで、長瀞さんの好きな男性のタイプが判明!? 更に、風邪のお見舞いで訪れた長瀞ハウスでは、パジャマ姿の長瀞さんと長瀞さんの姉登場で大騒動! ! 二人っきりの部屋ではついに、気になる長瀞さんの”名前”に迫る――!?


(秘)情報盛り沢山の、ファンブック付き特装版も同時発売!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065201039.jpg,ナナシ,Kinokuniya Book Stores,2020,184,Tiếng Nhật,Manga Books,https://www.fahasa.com/8-ijiranaide-nagatoro-san-8-don-t-toy-with-me-miss-nagatoro-8.html
"イジらないで、長瀞さん 6 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 6 - Ijiranaide Nagatoro-San 6 - Don't Toy With Me, Miss Nagatoro 6


最恐の“Sデレ少女”、現る!!!


心がザワつく、ちょっと歪なラブコメディ♪


大人気の“Sデレ”ラブコメ、ついに累計100万部突破!! 強敵・巨乳部長を交えた文化祭編が大盛り上がり! 長瀞さんと二人三脚で展示作品を制作するセンパイが、フレンズたちの謎の強力プロデュース(?)を得て、美術部部長と全面対決! 長瀞さんとセンパイの関係も、何だかちょっぴり急進展しちゃいます! もちろん、描き下ろしのおまけ漫画&カットもたっぷり収録! さらに卓上カレンダー付き特装版も同時発売です!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065175187.jpg,ナナシ,Kinokuniya Book Stores,2019,176,Tiếng Nhật,Manga Books,https://www.fahasa.com/6-ijiranaide-nagatoro-san-6-don-t-toy-with-me-miss-nagatoro-6.html
"イジらないで、長瀞さん 5 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 5 - Ijiranaide Nagatoro-San 5 - Don't Toy With Me, Miss Nagatoro 5


最恐の“Sデレ少女”、現る!!!


心がザワつく、ちょっと歪なラブコメディ♪


長瀞さんの手作りおかずに、センパイのエロ本探し。2人といつものフレンズで賑やかな美術室に、突如、黒髪ロングの“美術部部長”が現れた!! なにやら不穏な空気を漂わせる彼女が、センパイに告げたのは──!? 大長編の文化祭編、幕開けの第5巻!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065153055.jpg,ナナシ,Kinokuniya Book Stores,2019,160,Tiếng Nhật,Manga Books,https://www.fahasa.com/5-ijiranaide-nagatoro-san-5-don-t-toy-with-me-miss-nagatoro-5.html
"イジらないで、長瀞さん 4 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 4 - Ijiranaide Nagatoro-San 4 - Don't Toy With Me, Miss Nagatoro 4


最恐の“Sデレ少女”、現る!!!


心がザワつく、ちょっと歪なラブコメディ♪


新たなフレンズ参戦で、長瀞さん、ちょっぴり動揺中──!? みんなで巡る夏祭りに、長瀞さんとおんぶで通学、そして2人で秘密の特訓と、今巻も見どころ満載!! 少しずつ時が経ち、2人の関係もなんだかちょっぴり接近の予感…!! さらに描き下ろし漫画として、大好評だった“アノ話”の続きも2本収録! 大人気、Sデレ少女のラブコメディ、第4巻発売です!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065144404.jpg,ナナシ,Kinokuniya Book Stores,2019,144,Tiếng Nhật,Manga Books,https://www.fahasa.com/4-ijiranaide-nagatoro-san-4-don-t-toy-with-me-miss-nagatoro-4.html
"イジらないで、長瀞さん 3 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 3 - Ijiranaide Nagatoro-San 3 - Don't Toy With Me, Miss Nagatoro 3


最恐の“Sデレ少女”、現る!!!


心がザワつく、ちょっと歪なラブコメディ♪


あなたのことが好きだから、今日も全身全霊イジります! 今巻は、2人で食べるアイスクリームに、夕立からの雨宿り、長瀞フレンズとの海水浴と、夏のイベント満載の一巻です!! さらに読者の皆様が考えたエピソードも描き下ろしで2話収録! 絶好調の単行本第3巻、今回も特装版と同時発売です!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065121764.jpg,ナナシ,Kinokuniya Book Stores,2018,160,Tiếng Nhật,Manga Books,https://www.fahasa.com/3-ijiranaide-nagatoro-san-3-don-t-toy-with-me-miss-nagatoro-3.html
"イジらないで、長瀞さん 2 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 2 - Ijiranaide Nagatoro-San 2 - Don't Toy With Me, Miss Nagatoro 2


最恐の“Sデレ少女”、現る!!!
心がザワつく、ちょっと歪なラブコメディ♪


大好きだからイジめたい!! 今日も頑張る“Sデレ少女”のラブコメディ。今巻の長瀞さんも見どころ満載! 新キャラに、水着に、ピアスに、胸タッチ!? そして2人の関係に進展も……!? 話題沸騰の単行本第2巻、今回も描き下ろし満載でお届けです!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065116753.jpg,ナナシ,Kinokuniya Book Stores,2018,144,Tiếng Nhật,Manga Books,https://www.fahasa.com/2-ijiranaide-nagatoro-san-2-don-t-toy-with-me-miss-nagatoro-2.html
呪術廻戦 Jujutsu Kaisen Key Animation Vol.2,"呪術廻戦 Jujutsu Kaisen Key Animation Vol.2


TVアニメ『呪術廻戦』第14話～24話の原画を厳選して収録した公式原画集第2弾
表紙は原画：平松禎史、構図・着彩：たけじい、による描き下ろし！",https://cdn1.fahasa.com/media/catalog/product/4/5/4580575585196.jpg,Gege Akutami,Kinokuniya Book Stores,2021,208,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/jujutsu-kaisen-key-animation-vol-2.html
"イジらないで、長瀞さん 1 - Ijiranaide Nagatoro San - Don't Toy With Me, Miss Nagatoro","イジらないで、長瀞さん 1 - Ijiranaide Nagatoro-San 1 - Don't Toy With Me, Miss Nagatoro 1


最恐の“Sデレ少女”、現る!!!
心がザワつく、ちょっと歪なラブコメディ♪


「後輩の女子に泣かされた……!!」ある日の放課後、たまに立ち寄る図書室で、スーパー“ドS”な後輩に目をつけられた! 先輩を、イジって、ナジって、、はしゃぐ彼女の名前は――『長瀞さん』! 憎たらしいけど愛おしい。苦しいのに傍にいたい。あなたの中の何かが目覚める、“Sデレ少女”の物語。丸ごと2話の描き下ろしを加えて、待望の単行本化!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065111963.jpg,ナナシ,Kinokuniya Book Stores,2018,160,Tiếng Nhật,Manga Books,https://www.fahasa.com/1-ijiranaide-nagatoro-san-1-don-t-toy-with-me-miss-nagatoro-1.html
東京リベンジャーズ TVアニメ公式ガイドブック 決定版 - Tokyo Revengers TV Anime Official Guidebook,"東京リベンジャーズ TVアニメ公式ガイドブック 決定版


2021年7月に発売された『東京リベンジャーズ TVアニメ公式ガイドブック』を元に再編集。13話以降の設定や版権イラストなど新情報を53P追加、一部デザインも改訂し生まれ変わった最終保存版。新収録の三ツ谷役・松岡禎丞×場地役・水中雅章×千冬役・狩野翔のスペシャル座談会、全24話を振り返る初見浩一監督×横田幸介プロデューサーの激熱アニメスタッフ対談は必読!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065266052.jpg,週刊少年マガジン編集部,Kinokuniya Book Stores,2022,160,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/tv-tokyo-revengers-tv-anime-official-guidebook.html
艦隊これくしょん ‐艦これ‐ 艦娘型録 参 - Kantai Collection KanColle KanMusume Catalog Art Book 1,"艦隊これくしょん -艦これ- 艦娘型録 参 - Fleet Collection - Kan Colle


「艦娘型録 参」、全648ページの最大ボリュームで登場!


艦娘型録史上、最大ボリュームでお届けする最新型録。艦娘型録弐に収録された艦娘以降、期間限定海域「迎撃!第二次マレー沖海戦」にて、実装されたWarspite、Aquilaらから、2021年春季の期間限定海域【激突!ルンガ沖夜戦】で実装された艦娘までを[完全収録]! 数々の季節限定modeなども充実の収録。さらに21年夏イベ[増援輸送作戦!地中海の戦い]の艦娘たちも[速報収録]! 「艦娘型録 参」、出撃!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784041110065.jpg,コンプティーク編集部,Kinokuniya Book Stores,Kadokawa,648,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/fleet-collection-kan-colle.html
カッコウの許嫁 7 - A Couple Of Cuckoos 7,"カッコウの許嫁 7 - A Couple Of Cuckoos 7


赤ちゃんの頃に取り違えられ、今は名門私立に通う高校 2年の海野凪。ある日、これから許嫁に会いにいくという超お嬢様女子高生・天野エリカと偶然出会い、彼氏のフリをしてくれと半ば強引に頼まれてしまう。だが、その時の二人は知る由もなかった。エリカは凪と取り違えられた子どもで、凪はエリカの許嫁相手だということを……。「取り違え子」から始まる人生交錯ラブコメ開幕!


ドキドキの海旅行の帰り道、凪はひろと旅館で一泊することに。その夜、浴衣姿のひろと心拍数急上昇&急接近の大事件が勃発…! さらに、ひろが家出して同棲宅にやってきたことで、3ヒロインとの賑やか過ぎる同居生活も開幕! 真夏の四角関係、ますますヒートアップ!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065235805.jpg,吉河 美希,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/7-a-couple-of-cuckoos-7.html
カッコウの許嫁 8 - A Couple Of Cuckoos 8,"カッコウの許嫁 8 - A Couple Of Cuckoos 8


赤ちゃんの頃に取り違えられ、今は名門私立に通う高校 2年の海野凪。ある日、これから許嫁に会いにいくという超お嬢様女子高生・天野エリカと偶然出会い、彼氏のフリをしてくれと半ば強引に頼まれてしまう。だが、その時の二人は知る由もなかった。エリカは凪と取り違えられた子どもで、凪はエリカの許嫁相手だということを……。「取り違え子」から始まる人生交錯ラブコメ開幕!


エリカとのショッピング中、ひろが何者かに誘拐されてしまった! 自分が動くしかないと心に決めた凪は、ひろの手を引き――まさかの“駆け落ち”!? そして、凪の幼なじみ・あいちゃん登場! 中国から久しぶりに帰国したのは、あのときの返事をするためでした。四角関係、大・大・大波乱!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065248379.jpg,吉河 美希,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/8-a-couple-of-cuckoos-8.html
ILLUSTRATION 2022,"ILLUSTRATION 2022


『ILLUSTRATION』シリーズの最新2022年版


カバーイラストはYOASOBIなどを手がける古塔つみ


本作『ILLUSTRATION 2022』は、ベストセラー『ILLUSTRATION』シリーズの最新版です。


多種多様なポップカルチャーから刻々と変化するネットカルチャーまで、


世界が注目する日本のイラストシーンを横断した、実力派作家150名を掲載。


掲載作家は、前書『ILLUSTRATION 2021』から9割超が新たに入れ替わり、


現代イラストレーションの最先端に触れることができます。


2022年のカバーを飾るのは、YOASOBIのキービジュアルなどを手がけ


いま最も注目を集めるイラストレーター、古塔つみ。


ブックデザインは、多くの作家が信頼を寄せる気鋭デザイナー、有馬トモユキが担当します。


巻末には、YOASOBIの仕掛け人として知られるソニー・ミュージックエンタテインメントの屋代陽平、


バーチャルシンガーの花譜らを擁するクリエイティブ集団「KAMITSUBAKI STUDIO」の


統括プロデューサーPIEDPIPERのインタビューを収録するほか、


本書カバーデザインの制作過程を古塔つみと有馬トモユキの両者が語る特別対談を収録しています。


さらに本書の印刷は、画集やアートプリントに特化した最新の印刷技術「ブリリアントパレット」を採用。


作家それぞれが持つ世界観の魅力、色使いや筆致を隅々まで堪能いただけます。


【ILLUSTRATION 2022掲載作家】(五十音順 / 敬称略)


逢編いあむ / 蒼木こうり / 青乃イズ / アキオカ / 芦屋マキ / 徒花ブルーム / Acky Bright / an / あんのん / ikik / 池上幸輝 / 池田早秋 / いちご飴 / WOOMA / うすくち / うたは / AIりんな / えすてぃお / 烏帽子眇眼 / M / oo6 / おーくボ / オカユウリ / おく / 小田望楓 / ototoi / obak / OYUMI / ORIHARA / Orca / がじゅまる / かずきおえかき / カタユキコ / カチナツミ / 要領 / かもみら / かゆか / 刈谷仁美 / カワグチタクヤ / カンタロ / きたしまたくや / きむらあんさい / 急行2号 / キュピ山 / 久賀フーナ / Gracile / Crisalys / 胡桃坂繭 / 黒イ森 / ケイゴイノウエ / Kou / kokuno / 古塔つみ / ごとうみのり / 木野花ヒランコ / kohaku / こぱく / こむぎこ2000 / 坂口友佳子 / 坂本 彩 / さくしゃ2 / satsuki / 左藤うずら / さわ / CYON / ZIZI / 孳々 / 羊歯 / しな / シバタリョウ / シマ・シンヤ / しまむらひかり / 驟々みそばた / JUN INAGAWA / 白駒マル / しろさめ / SG / 涼 / すり餌 / sekuda / 瀬戸すばる / 姐川 / そとこ / SOLANI / 竹田明日香 / tabi / 玉川真吾 / tamimoon / 田村結衣 / 192 / TVCHANY / Toy(e) / トーマ / とろろとろろ / NAKAKI PANTZ / 中島ミドリ / 中野カヲル / なで肩 / 南條沙歩 / nico ito / ニシイズミユカ / 西本マキ / ぬごですが。 / 沼田ゾンビ!? / ねこぽた。 / 猫目トヲル / ノーコピーライトガール / 野ノ宮いと / 芳賀あきな / はくいきしろい / はなぶし / hmng / はむねずこ / はらわたちゅん子 / potg / 日菜乃 / びびぽ / 100年 / ひるね坊 / 藤岡詩織 / Bekuko / HOJI / まかろんK / mashu / mano mouth / marumoru / 水視ずみ / みなく / MILTZ / むめな / めめんち / もりまちこ / 森田ぽも / MON / やきぶた / 八館ななこ / 柳すえ / ユア / ゆどうふ / らすく / rika / りたお / リック / Little Thunder / るんるん / ろ樹 / 若林 萌 / WAKICO / 緜 / WAN_TAN


【巻末スペシャルインタビュー】


・ソニー・ミュージックエンタテインメント 屋代陽平が語る


プロデューサーから見た現在のイラストレーション


・KAMITSUBAKI STUDIO PIEDPIPERが語る


プロデューサーから見た現在のイラストレーション


・イラストレーター 古塔つみ × アートディレクター 有馬トモユキが語る


「ILLUSTRATION 2022」のカバーデザインができるまで",https://cdn1.fahasa.com/media/catalog/product/9/7/9784798173160.jpg,,Kinokuniya Book Stores,2021,320,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/illustration-2022.html
ボールペンで描ける! 僕のヒーローアカデミア かんたんイラストガイド BOKU NO HIROUAKADEMIA KANTA N IRASUTO,"ボールペンで描ける! 僕のヒーローアカデミア かんたんイラストガイド


『僕のヒーローアカデミア』のキャラクター達が、ポップなイラストに大変身! 800点以上のイラストガイドで、誰でも簡単にイラストが描けるように! 絵が苦手な人でも、なぞって描ける図案集もあるから大丈夫。手帳やメモなどを自分仕様にカスタマイズして楽しもう!


著者紹介


原作 堀越耕平


「週刊少年ジャンプ」にて『僕のヒーローアカデミア』を大好評連載中。


イラスト フジサワミカ


武蔵野美術短期大学デザイン科卒。雑貨メーカー、デザイン事務所を経て、


フリーのイラストレーターに。主に動物や子供関連のイラストで活躍中。",https://cdn1.fahasa.com/media/catalog/product/9/7/9784834253528.jpg,堀越 耕平,Kinokuniya Book Stores,2021,96,Tiếng Nhật,"Art, Anime Character",https://www.fahasa.com/boku-no-hirouakademia-kanta-n-irasuto.html
BEASTARS 22,"BEASTARS 22


動物版青春ヒューマンドラマ、完結。


ルイの必死の訴えを見て、裏市に草食獣たちが殺到した。肉草入り乱れた暴動になりかけるも、〝ビースター〟ヤフヤの身を挺した行動で落ち着きを取り戻した群衆。


しかし、その群衆に紛れていたある特徴的な角を持つガゼルに目が留まり…?",https://cdn1.fahasa.com/media/catalog/product/9/7/9784253229104.jpg,板垣巴留,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/beastars-22.html
アークナイツ コミックアンソロジー 5 - Ark Knights Comic Anthology 5,"アークナイツ コミックアンソロジー 5 - Ark Knights Comic Anthology 5


大人気スマホRPG『アークナイツ』公式コミックアンソロジー第5弾!!


『アークナイツ』の世界がもっと広がる、オール描き下ろしコミックス。


12Fやレンジャー、ブレイズを中心に、ロドスのメンバーで大宴会!


行動予備隊A6の騒がしいけど暖かな、家族のような日常や、メランサやカーディたち行動予備隊A4の仲睦まじい一面も。


その他にも、負傷したドーベルマン教官がドクターにごはんを食べさせてもらう姿や、子犬を救出するため戦うケオベ、ドクターを取り合って姉妹喧嘩をするシーとニェン。


自分自身の「強さ」を問う、ジェシカの葛藤など……


様々なオペレーターのストーリーが盛りだくさん♪


ロドスの日常をたっぷりお届けします!!


【執筆作家】


-COVER ILLUSTRATION


れおえん


-COMIC


R_りんご / ku-ba / コユコム / 高原 由 /


輔 艮 / 酉村 / 馬かのこ / ほづみりや /


ミト / ラスぺ / りんごくらぶ / れぐ95 /


レム",https://cdn1.fahasa.com/media/catalog/product/9/7/9784758023016.jpg,アンソロジー,Kinokuniya Book Stores,2021,,Tiếng Nhật,Manga Books,https://www.fahasa.com/5-ark-knights-comic-anthology-5.html
チ。―地球の運動について― 6 - Chi . - Chikyuu No Undou Ni Tsuite 6,"チ。―地球の運動について― 6 - Chi . - Chikyuu No Undou Ni Tsuite 6


備えよ。運命を変える瞬間のために。


オクジーとバデーニが命を賭して真理を生き残らせてから25年の時が経った。C教の権威が揺らぐ激動の中、神が決めた「運命」に父を奪われ、神を信じられなくなった少女が自らの強い信念のために動き出す。その先に待ち受けるのは―――


神様はいると思う?/いない/違うよ/え?/神様はいるかいらないかって聞いてるんだよ


【編集担当からのおすすめ情報】


宝島社「このマンガがすごい!2022」オトコ編 第2位!!


単行本1~5集累計160万部(紙+電子)突破!!


「マンガ大賞2021」第2位受賞作!!


第1集で岩明 均氏、第2集で高橋しん氏、第4集で最果タヒ氏に絶賛され、多くの著名人やメディアが大注目している、2021年を席巻した話題作の第6集です。",https://cdn1.fahasa.com/media/catalog/product/9/7/9784098612062.jpg,魚豊,Kinokuniya Book Stores,2021,171,Tiếng Nhật,Manga Books,https://www.fahasa.com/6-chi-chikyuu-no-undou-ni-tsuite-6.html
アオのハコ 3 - Ao no Hako - Blue Box,"アオのハコ 3 - Blue Box 3


本番が近づき、周りからの重圧に気負う雛。不安に押し潰された時、視線の先にはいつもの大喜がいて───。そして始まるIH県予選。猛特訓の成果を強豪・佐知川高校とのダブルスに打ち付ける!! 動き出したそれぞれの青春。忘れられない、夏が来る。",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088830070.jpg,三浦 糀,Kinokuniya Book Stores,2022,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/3-blue-box-3.html
キメツ学園! 1 - Kimetsu Gakuen! 1,"キメツ学園! 1 - Kimetsu Gakuen! 1


ここは小中高一貫の私立校・キメツ学園──


大人気マンガ『鬼滅の刃』のキャラクターたちが、生徒&先生に!? 炭治郎たちの学園ライフはやっぱりドタバタの連続!? 公式スピンオフ、はじまるっ!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088828886.jpg,帆上 夏希,Kinokuniya Book Stores,2022,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/1-kimetsu-gakuen-1.html
ハイキュー部!! 5 - Haikyu-bu!! 5,"ハイキュー部!! 5 - Haikyu Club!! 5


『ハイキュー!!』のキャラクターたちが仲良し(?)なプライベートを大公開!! 青城は釣り、白鳥沢はVR体験、伊達工は魔のドライブで大絶叫!? 大人気『ハイキュー!!』のスピンオフ部活動コメディ波乱の第5巻…!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088828664.jpg,宮島 京平,Kinokuniya Book Stores,2021,192,Tiếng Nhật,Manga Books,https://www.fahasa.com/5-haikyu-club-5.html
ハイキュー部!! 4 - Haikyu-bu!! 4,"ハイキュー部!! 4 - Haikyu Club!! 4


『ハイキュー!!』でお馴染みの人気キャラクターたちがやりたい放題!? 木兎があの人と大食い対決に挑戦!? さらに及川が調教したい相手とは…!? 大人気『ハイキュー!!』のスピンオフ部活動コメディ白熱の第4巻…!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088828657.jpg,宮島 京平,Kinokuniya Book Stores,2021,200,Tiếng Nhật,Manga Books,https://www.fahasa.com/4-haikyu-club-4.html
れっつ! ハイキュー!? 9 - Let's! Haikyu!? 9,"れっつ! ハイキュー!? 9 - Let's! Haikyu 9


1日に2試合をこなす春高「魔の3日目」。三回戦に勝利した烏野と梟谷は、続けて鴎台と貉坂との試合に臨むが…!? バレーの試合と共に妖怪大決戦も最高潮! 大人気バレー漫画公式スピンオフ第9巻!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784088828640.jpg,レツ,Kinokuniya Book Stores,2021,128,Tiếng Nhật,Manga Books,https://www.fahasa.com/9-let-s-haikyu-9.html
劇場版 呪術廻戦 0 ノベライズ (JUMP j BOOKS) - Jujutsu Kaisen 0,"劇場版 呪術廻戦 0 ノベライズ (JUMP j BOOKS) - Jujutsu Kaisen 0


高校生の乙骨憂太は、「呪い」となった幼なじみ・祈本里香に憑かれ苦しんでいた。


そこに最強の呪術師・五条悟が現れ、憂太を“東京都立呪術高等専門学校”へと導く。「呪い」を祓うために「呪い」を学ぶその場所で、憂太は里香の呪いを解くことを決意し、同級生の禪院真希・狗巻棘・パンダとともに呪術師として歩みだすのだった!


ノベライズ限定の特製クリアしおりつき!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784087035193.jpg,"北國 ばらっど, 芥見 下々, 瀬古 浩司",Kinokuniya Book Stores,2021,260,Tiếng Nhật,Manga Books,https://www.fahasa.com/0-jump-j-books-jujutsu-kaisen-0.html
劇場版 呪術廻戦 0 ノベライズ みらい文庫版 - Jujutsu Kaisen 0,"劇場版 呪術廻戦 0 ノベライズ みらい文庫版 - Jujutsu Kaisen 0


高校生の乙骨憂太は、「呪い」に苦しんでいた。


子供のころに交通事故で死んでしまった、幼なじみ・祈本里香に取り憑かれていたのだ。


そこに、“東京都立呪術高等専門学校”の教師であり、最強の呪術師・五条悟があらわれる。


呪術高専とは「呪い」を祓うために「呪い」を学ぶ学校のこと。


憂太はそこで里香の「呪い」を解くことを決意する。


そして、同級生の禪院真希・狗巻棘・パンダとともに呪術師として歩みだすのだった!


ノベライズ限定の特製クリアしおりつき!!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784083216978.jpg,"くま あたろう, 芥見 下々, 瀬古 浩司",Kinokuniya Book Stores,2021,226,Tiếng Nhật,Light Novel,https://www.fahasa.com/0-jujutsu-kaisen-0.html
月曜日のたわわ 3 青版 - Tawawa On Monday Blue Edition,"月曜日のたわわ 3 青版 - Monday's Tawawa 3 Blue Edition


たわわな女の子たちが月曜朝の憂鬱を吹っ飛ばす、特別装丁「青」のたわわワールド!!


Twitter、同人誌でセンセーションを巻き起こした比村奇石の傑作、新たなエピソードとともに初商業漫画化!!


同人誌版と同仕様のB5版カバーなし、本文青刷りの「青版」第3巻、通常版(黒版)と同日発売!!


通常版とは異なる「描き下ろし」美麗イラストを全面にあしらった、豪華版をぜひご堪能ください!",https://cdn1.fahasa.com/media/catalog/product/9/7/9784065261767.jpg,比村 奇石,Kinokuniya Book Stores,2021,128,Tiếng Nhật,Manga Books,https://www.fahasa.com/3-kc-monday-s-tawawa-3-blue-edition.html
